ID:9946 SKID:K1122+340  timeStamp:2025-03-28 08:08:24:557
ID:9946 SKID:K1122+759  timeStamp:2025-03-28 08:09:31:759
ID:9946 SKID:K1122+758  timeStamp:2025-03-28 08:09:31:939
ID:9946 SKID:K1122+756  timeStamp:2025-03-28 08:09:32:121
ID:9946 SKID:K1122+754.5  timeStamp:2025-03-28 08:09:32:300
ID:9946 SKID:K1122+753  timeStamp:2025-03-28 08:09:32:477
ID:9946 SKID:K1122+751.5  timeStamp:2025-03-28 08:09:32:667
ID:9946 SKID:K1122+750  timeStamp:2025-03-28 08:09:32:843
ID:9946 SKID:K1122+748  timeStamp:2025-03-28 08:09:33:19
ID:9946 SKID:K1122+746.5  timeStamp:2025-03-28 08:09:33:200
ID:9946 SKID:K1122+745  timeStamp:2025-03-28 08:09:33:382
ID:9946 SKID:K1122+743.5  timeStamp:2025-03-28 08:09:33:558
ID:9946 SKID:K1122+741.5  timeStamp:2025-03-28 08:09:33:733
ID:9946 SKID:K1122+740.5  timeStamp:2025-03-28 08:09:33:914
ID:9946 SKID:K1122+738.5  timeStamp:2025-03-28 08:09:34:83
ID:9946 SKID:K1122+737  timeStamp:2025-03-28 08:09:34:258
ID:9946 SKID:K1122+735.5  timeStamp:2025-03-28 08:09:34:437
ID:9946 SKID:K1122+734  timeStamp:2025-03-28 08:09:34:619
ID:9946 SKID:K1122+732  timeStamp:2025-03-28 08:09:34:794
ID:9946 SKID:K1122+731  timeStamp:2025-03-28 08:09:34:970
ID:9946 SKID:K1122+729  timeStamp:2025-03-28 08:09:35:147
ID:9946 SKID:K1122+727.5  timeStamp:2025-03-28 08:09:35:322
ID:9946 SKID:K1122+726  timeStamp:2025-03-28 08:09:35:494
ID:9946 SKID:K1122+724.5  timeStamp:2025-03-28 08:09:35:663
ID:9946 SKID:K1122+723  timeStamp:2025-03-28 08:09:35:834
ID:9946 SKID:K1122+721.5  timeStamp:2025-03-28 08:09:36:16
ID:9946 SKID:K1122+719.5  timeStamp:2025-03-28 08:09:36:193
ID:9946 SKID:K1122+718  timeStamp:2025-03-28 08:09:36:370
ID:9946 SKID:K1122+716.5  timeStamp:2025-03-28 08:09:36:545
